Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
910,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP575/2025-2026/191189,NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA),C R Patil,NAVSARI,23-Aug-26,Gram Panchayat Vaghrech,Payment In-Progress,500000
911,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP18236/2024-2025/140140,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),CHHOTELAL,ROBERTSGANJ(SC),23-Mar-26,ANSH BUILDING MATERIAL,Payment In-Progress,7650
912,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP18236/2024-2025/140140,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),CHHOTELAL,ROBERTSGANJ(SC),13-Mar-26,ANSH BUILDING MATERIAL,Payment In-Progress,175000
913,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18345/2025-2026/176849,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),AKHILESH YADAV,KANNAUJ,28-Jul-26,Lallan singh contractor,Payment In-Progress,281371
914,Chhattisgarh,Construction of community centers and community halls,WS/MP568/2024-2025/161396,BEMETARA(Collector Bemetara_IDA),Vijay Baghel,DURG,15-Jul-25,SARPACH SACHIV GP PADMI,Payment In-Progress,200000
915,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151818,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
916,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151819,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
917,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151816,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
918,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151761,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
919,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151776,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
920,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151782,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
921,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151803,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
922,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151945,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
923,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151946,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
924,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151973,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
925,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151970,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
926,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151967,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
927,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151969,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
928,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151934,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
929,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151937,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
930,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151938,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
931,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151939,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
932,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151943,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
933,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151944,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
934,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151920,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
935,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151919,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
936,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151917,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
937,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151918,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
938,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151931,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
939,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151933,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
940,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151922,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
941,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/151921,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,10-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118971
942,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2025-2026/184767,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,09-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,107898
943,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2025-2026/184715,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,09-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,107898
944,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2025-2026/184756,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,09-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,107898
945,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2025-2026/184759,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,09-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,107898
946,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2024-2025/149489,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,09-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,118993
947,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2025-2026/216661,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,09-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,107877
948,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2025-2026/216688,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,09-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,107877
949,Uttar Pradesh,Lighting of public spaces,WS/MP18380/2025-2026/216689,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),VINOD KUMAR BIND,BHADOHI,09-Jul-26,Gandhi Construction And Supplier,Payment In-Progress,107877
950,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP526/2026-2027/282554,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy,KADAPA,27-Aug-26,ASMITHA SC LABOUR CONTRACT SOCIETY,Payment In-Progress,397856
951,Tamil Nadu,Construction of community centers and community halls,WS/MP18183/2024-2025/143806,THANJAVUR(DISTRICT COLLECTOR THANJAVUR_IDA),MURASOLI S,THANJAVUR,14-Aug-26,DHANDAYUTHAPANI K,Payment In-Progress,1348754
952,Punjab,Installing community drinking water plants,WS/MP18153/2025-2026/212818,FAZILKA(DEPUTY COMMISSIONER FAZILKA_IDA),SHER SINGH GHUBAYA,FIROZPUR,26-Aug-26,Unitone Home Appliances,Payment In-Progress,232462
953,Punjab,Installing community drinking water plants,WS/MP18153/2025-2026/212806,FAZILKA(DEPUTY COMMISSIONER FAZILKA_IDA),SHER SINGH GHUBAYA,FIROZPUR,26-Aug-26,Unitone Home Appliances,Payment In-Progress,233049
954,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18104/2026-2027/288543,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,05-Aug-26,SARPANCH GRAM PANCHAYAT SHIVPUR,Payment In-Progress,80000
955,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18104/2026-2027/288543,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,06-Aug-26,SARPANCH GRAM PANCHAYAT SHIVPUR,Payment In-Progress,80000
956,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18054/2025-2026/196215,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),HARIBHAI PATEL,MAHESANA,03-Jul-26,FULETRA GRAM PANCHAYAT,Payment In-Progress,100000
957,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18357/2025-2026/191783,SHIVPURI(District Collector Shivpuri_IDA),JYOTIRADITYA M. SCINDIA,GUNA,19-Aug-26,Gram Panchayat Shergarh,Payment In-Progress,500000
958,West Bengal,Lighting of public spaces,WS/MP498/2025-2026/187875,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,26-Aug-26,BOND CONSTRUCTION,Payment In-Progress,549787
959,West Bengal,Installing community drinking water plants,WS/MP498/2025-2026/186882,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,25-Aug-26,BOND CONSTRUCTION,Payment In-Progress,549545
960,West Bengal,Installing community drinking water plants,WS/MP498/2025-2026/188865,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,25-Aug-26,BOND CONSTRUCTION,Payment In-Progress,549447
961,West Bengal,Lighting of public spaces,WS/MP498/2025-2026/187879,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,25-Aug-26,BOND CONSTRUCTION,Payment In-Progress,549787
962,West Bengal,Lighting of public spaces,WS/MP498/2025-2026/187876,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,25-Aug-26,BOND CONSTRUCTION,Payment In-Progress,549787
963,West Bengal,Lighting of public spaces,WS/MP498/2025-2026/187880,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,25-Aug-26,BOND CONSTRUCTION,Payment In-Progress,549787
964,West Bengal,Lighting of public spaces,WS/MP498/2025-2026/187878,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,25-Aug-26,BOND CONSTRUCTION,Payment In-Progress,549787
965,West Bengal,Lighting of public spaces,WS/MP498/2025-2026/231654,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,25-Aug-26,BOND CONSTRUCTION,Payment In-Progress,377725
966,West Bengal,Lighting of public spaces,WS/MP498/2025-2026/187877,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,26-Aug-26,BOND CONSTRUCTION,Payment In-Progress,549787
967,West Bengal,Lighting of public spaces,WS/MP498/2025-2026/233744,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,26-Aug-26,BOND CONSTRUCTION,Payment In-Progress,377725
968,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/232294,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,06-Aug-26,GRAM PANCHYAT SATHUR,Payment In-Progress,22620
969,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/232294,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,06-Aug-26,GRAM PANCHYAT SATHUR,Payment In-Progress,42150
970,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/232294,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,06-Aug-26,GRAM PANCHYAT SATHUR,Payment In-Progress,30030
971,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/232294,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,06-Aug-26,GRAM PANCHYAT SATHUR,Payment In-Progress,186470
972,Rajasthan,Construction of community centers and community halls,WS/MP18162/2025-2026/232294,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,06-Aug-26,GRAM PANCHYAT SATHUR,Payment In-Progress,213839
973,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP716/2025-2026/210353,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,19-Aug-26,Shiv Shakti iron and Cement store,Payment In-Progress,90763
974,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP716/2025-2026/210353,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,19-Aug-26,Shiv Shakti iron and Cement store,Payment In-Progress,19935
975,West Bengal,Providing drains and gutters for public drainage,WS/MP18248/2024-2025/153846,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),03-Aug-26,MR NUR ALAM SK,Payment In-Progress,637871
976,Kerala,Lighting of public spaces,WS/MP353/2025-2026/210778,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Adv Dean Kuriakose,IDUKKI,20-Aug-26,KALLOOR ELECTRONICS AND  LIGHTING PVT LTD,Payment In-Progress,220427
977,Uttarakhand,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP478/2025-2026/243429,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,12-Aug-26,MANBEER SINGH,Payment In-Progress,409218
978,Uttarakhand,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP478/2025-2026/243432,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,12-Aug-26,MANBEER SINGH,Payment In-Progress,328637
979,Uttarakhand,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP478/2025-2026/243385,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,12-Aug-26,MANBEER SINGH,Payment In-Progress,308218
980,Uttarakhand,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP478/2025-2026/243411,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,12-Aug-26,MANBEER SINGH,Payment In-Progress,118831
981,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18159/2025-2026/210307,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),BHUPENDER YADAV,ALWAR,26-Aug-26,Divya Construction Company,Payment In-Progress,353100
982,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18357/2025-2026/193426,SHIVPURI(District Collector Shivpuri_IDA),JYOTIRADITYA M. SCINDIA,GUNA,19-Aug-26,gram panchayat gadi barod,Payment In-Progress,494899
983,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18198/2025-2026/214766,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),UJJWAL RAMAN SINGH,ALLAHABAD,08-May-26,Singh Construction,Payment In-Progress,911447
984,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP716/2025-2026/210353,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,19-Aug-26,Sajal Bricks Company,Payment In-Progress,48867
985,Rajasthan,Construction of public libraries and reading rooms,WS/MP18162/2025-2026/210143,Shahpura(DISTRICT COLLECTOR Shahpura_IDA),DAMODAR AGARWAL,BHILWARA,27-Aug-26,SANWARIYA BUILDING AND MATERIAL SUPPLIERS,Payment In-Progress,375718
986,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18083/2025-2026/266994,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,19-Aug-26,NITHESH P,Payment In-Progress,499724
987,Karnataka,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP18083/2025-2026/266993,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,19-Aug-26,NITHESH P,Payment In-Progress,498711
988,Andhra Pradesh,Construction of community centers and community halls,WS/MP526/2025-2026/238907,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy,KADAPA,18-Aug-26,CHINTHAKUNTA MANIGOPALREDDY,Payment In-Progress,497980
989,Punjab,Installation of fixed garden gym equipment,WS/MP18311/2026-2027/280952,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,21-Aug-26,RS Industries,Payment In-Progress,325000
990,Punjab,Purchase of mobile water tankers,WS/MP18311/2026-2027/287209,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,26-Aug-26,RS Industries,Payment In-Progress,350000
991,Punjab,Purchase of mobile water tankers,WS/MP18311/2026-2027/280966,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,26-Aug-26,RS Industries,Payment In-Progress,350000
992,Madhya Pradesh,Installing tube-wells and borewells,WS/MP643/2024-2025/146340,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,10-Jun-25,Kamdhenu Agency,Payment In-Progress,150000
993,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18089/2025-2026/247748,RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),K. RAJASHEKAR BASAVARAJ HITNAL,KOPPAL,04-Aug-26,P HANUMANTHAPPA,Payment In-Progress,120178
994,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP574/2026-2027/276749,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Bharatsinhji Shankarji Dabhi,PATAN,21-Aug-26,VARASADA GRAM PANCHAYAT,Payment In-Progress,300000
995,Telangana,Installing tube-wells and borewells,WS/MP18193/2025-2026/250167,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),EATALA RAJENDER,MALKAJGIRI,18-Aug-26,MOHAMMED RAHEEMUDDIN,Payment In-Progress,356537
996,Telangana,Installing tube-wells and borewells,WS/MP18193/2025-2026/250171,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),EATALA RAJENDER,MALKAJGIRI,18-Aug-26,MOHAMMED RAHEEMUDDIN,Payment In-Progress,307074
997,Telangana,Installing tube-wells and borewells,WS/MP18193/2025-2026/251804,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),EATALA RAJENDER,MALKAJGIRI,18-Aug-26,MOHAMMED RAHEEMUDDIN,Payment In-Progress,357411
998,Telangana,Installing tube-wells and borewells,WS/MP18193/2025-2026/251805,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),EATALA RAJENDER,MALKAJGIRI,18-Aug-26,MOHAMMED RAHEEMUDDIN,Payment In-Progress,317906
999,Telangana,Installing tube-wells and borewells,WS/MP18193/2025-2026/250170,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),EATALA RAJENDER,MALKAJGIRI,18-Aug-26,MOHAMMED RAHEEMUDDIN,Payment In-Progress,324206
1000,Assam,Construction of additional rooms and halls in the existing public and community building,WS/MP18029/2026-2027/282197,Biswanath(Deputy Commissioner Biswanath_IDA),RANJIT DUTTA,Sonitpur,27-Aug-26,Diganta Barthakur,Payment In-Progress,449243
1001,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18222/2025-2026/246762,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Aug-26,SHIV SHAKTI ENTERPRISES,Payment In-Progress,894786
